UF,Sexo,Capacidade Total,Tipo de Gestão,Concebido ou Adaptado,Consultório Médico,Total Provisórios Masculinos,Total Provisórios Femininos,Total Sentenciados Masculinos,Total Sentenciados Femininos,Branca Masculino,Negra Masculino,Parda Masculino,Amarela Masculino,Indígena Masculino,Branca Feminino,Negra Feminino,Parda Feminino,Amarela Feminino,Indígena Feminino,Solteiro/a Masculino,União estável/ amasiado Masculino,Casado/a Masculino,Separado/a judicialmente Masculino,Divorciado/a Masculino,Viúvo/a Masculino,Solteiro/a Feminino,União estável/ amasiado Feminino,Casado/a Feminino,Separado/a judicialmente Feminino,Divorciado/a Feminino,Viúvo/a Feminino,18 a 24 anos Masculino,25 a 29 anos Masculino,30 a 34 anos Masculino,35 a 45 anos Masculino,46 a 60 anos Masculino,61 a 70 anos Masculino,Mais de 70 anos Masculino,18 a 24 anos Feminino,25 a 29 anos Feminino,30 a 34 anos Feminino,35 a 45 anos Feminino,46 a 60 anos Feminino,61 a 70 anos Feminino,Mais de 70 anos Feminino
ce,feminino,374.0,pública,concebido,sim,0.0,96.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,15.0,98.0,414.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,115.0,13.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,109.0,81.0,100.0,31.0,5.0,0.0
ce,masculino,393.0,pública,concebido,não,0.0,0.0,772.0,0.0,126.0,88.0,263.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,58.0,87.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,93.0,161.0,241.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce,masculino,492.0,pública,concebido,sim,4.0,0.0,756.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce,masculino,525.0,pública,concebido,sim,15.0,0.0,782.0,0.0,180.0,119.0,493.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,76.0,53.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,218.0,166.0,198.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce,masculino,549.0,pública,concebido,sim,209.0,0.0,362.0,0.0,52.0,119.0,335.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,422.0,85.0,44.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,141.0,99.0,140.0,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df,masculino,1464.0,pública,concebido,sim,281.0,0.0,2693.0,0.0,515.0,691.0,1608.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.0,695.0,210.0,20.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,815.0,588.0,585.0,183.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df,masculino,1584.0,pública,concebido,sim,9.0,0.0,3142.0,0.0,574.0,547.0,1698.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.0,701.0,221.0,33.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,906.0,747.0,646.0,160.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df,masculino,1200.0,pública,adaptado,sim,0.0,0.0,1490.0,0.0,272.0,226.0,814.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,314.0,157.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,385.0,360.0,386.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df,feminino,514.0,pública,adaptado,sim,9.0,195.0,23.0,465.0,11.0,26.0,65.0,0.0,0.0,118.0,137.0,408.0,5.0,0.0,76.0,17.0,8.0,1.0,0.0,0.0,434.0,150.0,53.0,7.0,15.0,10.0,8.0,18.0,29.0,37.0,10.0,0.0,0.0,170.0,161.0,149.0,132.0,56.0,1.0,0.0
df,masculino,793.0,pública,concebido,sim,22.0,0.0,1660.0,0.0,317.0,403.0,876.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1068.0,378.0,145.0,28.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,406.0,389.0,381.0,105.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
df,masculino,1050.0,pública,concebido,sim,3154.0,0.0,47.0,0.0,493.0,821.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,2213.0,336.0,180.0,23.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,613.0,434.0,417.0,104.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,feminino,442.0,pública,concebido,sim,0.0,8.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,53.0,66.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,13.0,30.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,52.0,83.0,36.0,4.0,0.0
es,masculino,500.0,pública,concebido,não,0.0,0.0,251.0,0.0,54.0,55.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,126.0,35.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,87.0,71.0,44.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,96.0,pública,concebido,não,27.0,117.0,90.0,0.0,37.0,24.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,18.0,38.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,15.0,13.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,desconhecido,0.0,desconhecido,desconhecido,não,0.0,0.0,773.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,224.0,pública,concebido,sim,434.0,0.0,20.0,0.0,123.0,118.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,112.0,44.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,136.0,72.0,57.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,236.0,pública,concebido,sim,299.0,0.0,3.0,0.0,67.0,59.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,106.0,35.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,56.0,35.0,40.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,350.0,pública,concebido,sim,571.0,0.0,0.0,0.0,51.0,104.0,414.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,218.0,28.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,101.0,55.0,69.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,544.0,pública,concebido,sim,630.0,0.0,89.0,0.0,100.0,294.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,313.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,163.0,93.0,51.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,408.0,pública,concebido,sim,0.0,0.0,415.0,0.0,96.0,144.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,152.0,52.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,152.0,87.0,36.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,166.0,pública,adaptado,sim,256.0,0.0,61.0,0.0,89.0,71.0,148.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,96.0,49.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,90.0,68.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,576.0,pública,concebido,sim,0.0,0.0,813.0,0.0,191.0,220.0,400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,335.0,83.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,180.0,160.0,184.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,680.0,pública,concebido,sim,323.0,0.0,378.0,0.0,415.0,60.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,193.0,107.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,198.0,105.0,60.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,529.0,pública,concebido,sim,0.0,0.0,577.0,0.0,120.0,107.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,262.0,63.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,182.0,135.0,103.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,96.0,pública,concebido,não,0.0,0.0,181.0,0.0,47.0,58.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,59.0,23.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,47.0,26.0,30.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,100.0,organizações sem fins lucrativos,adaptado,não,0.0,0.0,69.0,0.0,15.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,21.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,12.0,23.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,251.0,pública,concebido,não,0.0,0.0,249.0,0.0,90.0,73.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,50.0,25.0,50.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,65.0,77.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,250.0,pública,concebido,sim,305.0,0.0,16.0,0.0,52.0,37.0,208.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,113.0,70.0,19.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,51.0,34.0,39.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,feminino,198.0,pública,concebido,sim,0.0,204.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,132.0,28.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,50.0,30.0,25.0,4.0,0.0,0.0
es,masculino,580.0,pública,concebido,sim,741.0,0.0,67.0,0.0,145.0,246.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,267.0,55.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,157.0,102.0,93.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,228.0,pública,concebido,sim,292.0,0.0,21.0,0.0,74.0,86.0,153.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,173.0,105.0,26.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,67.0,41.0,33.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,548.0,co-gestão,concebido,sim,641.0,0.0,36.0,0.0,81.0,104.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,205.0,56.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,149.0,61.0,48.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,feminino,194.0,co-gestão,concebido,sim,0.0,64.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,14.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,23.0,37.0,21.0,1.0,1.0
es,masculino,886.0,pública,concebido,sim,1229.0,0.0,35.0,0.0,122.0,182.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,477.0,103.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,308.0,160.0,159.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,604.0,pública,concebido,sim,0.0,0.0,773.0,0.0,122.0,125.0,446.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,344.0,284.0,54.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,231.0,120.0,96.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,580.0,pública,concebido,sim,469.0,0.0,348.0,0.0,112.0,172.0,524.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,214.0,114.0,9.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,154.0,115.0,187.0,94.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,96.0,pública,concebido,sim,0.0,0.0,173.0,0.0,28.0,28.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,68.0,19.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,39.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,432.0,co-gestão,concebido,sim,0.0,0.0,474.0,0.0,128.0,76.0,228.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,119.0,59.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,130.0,96.0,100.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,336.0,pública,concebido,não,2.0,0.0,225.0,0.0,44.0,29.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,128.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,73.0,69.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,496.0,pública,concebido,sim,421.0,0.0,169.0,0.0,156.0,142.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,194.0,41.0,7.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,117.0,82.0,48.0,39.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,feminino,328.0,pública,concebido,sim,0.0,116.0,0.0,173.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,95.0,46.0,7.0,7.0,14.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,270.0,pública,concebido,sim,0.0,0.0,298.0,0.0,80.0,83.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,45.0,4.0,3.0,6.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,76.0,55.0,70.0,30.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,misto,534.0,pública,concebido,sim,0.0,40.0,447.0,49.0,73.0,133.0,237.0,0.0,0.0,14.0,14.0,47.0,0.0,0.0,248.0,101.0,71.0,6.0,5.0,8.0,47.0,12.0,6.0,6.0,0.0,3.0,86.0,145.0,95.0,80.0,31.0,6.0,0.0,23.0,19.0,15.0,13.0,2.0,3.0,0.0
es,masculino,455.0,pública,concebido,não,0.0,0.0,311.0,0.0,97.0,69.0,143.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,117.0,92.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,72.0,70.0,74.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,masculino,604.0,pública,concebido,sim,0.0,0.0,989.0,0.0,162.0,263.0,561.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,301.0,253.0,9.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,275.0,242.0,124.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
es,misto,88.0,pública,concebido,sim,0.0,0.0,0.0,0.0,19.0,15.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,15.0,20.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,18.0,pública,adaptado,não,25.0,1.0,41.0,0.0,4.0,2.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,18.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,15.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,80.0,pública,adaptado,não,35.0,0.0,47.0,0.0,13.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,44.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,11.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,22.0,organizações sem fins lucrativos,adaptado,não,6.0,0.0,15.0,0.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,67.0,pública,adaptado,sim,65.0,1.0,83.0,7.0,18.0,0.0,130.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,71.0,59.0,18.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,36.0,pública,adaptado,não,11.0,0.0,26.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,105.0,pública,adaptado,não,21.0,3.0,40.0,1.0,20.0,10.0,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,31.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,23.0,15.0,10.0,6.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
go,misto,314.0,pública,concebido,não,26.0,3.0,81.0,6.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,38.0,34.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
go,misto,94.0,pública,concebido,não,83.0,6.0,98.0,8.0,54.0,29.0,98.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,93.0,67.0,18.0,0.0,0.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,64.0,43.0,32.0,21.0,8.0,13.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0
go,misto,51.0,pública,adaptado,não,18.0,0.0,32.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,36.0,pública,concebido,sim,0.0,0.0,21.0,0.0,7.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,42.0,pública,concebido,não,15.0,0.0,6.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,123.0,pública,concebido,sim,91.0,9.0,65.0,1.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,80.0,pública,concebido,sim,31.0,4.0,57.0,1.0,24.0,12.0,52.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,32.0,38.0,15.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,25.0,27.0,12.0,8.0,7.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
go,masculino,58.0,pública,concebido,não,29.0,4.0,35.0,4.0,15.0,8.0,42.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,18.0,29.0,18.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,32.0,18.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
go,masculino,27.0,pública,adaptado,não,14.0,3.0,36.0,3.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,desconhecido,162.0,desconhecido,desconhecido,sim,89.0,5.0,165.0,1.0,108.0,54.0,92.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,68.0,127.0,22.0,10.0,20.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0,55.0,39.0,44.0,15.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
go,masculino,14.0,pública,adaptado,não,16.0,0.0,10.0,0.0,11.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,32.0,pública,adaptado,não,79.0,0.0,47.0,0.0,34.0,28.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,64.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,14.0,15.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,32.0,pública,concebido,não,56.0,4.0,40.0,7.0,18.0,23.0,55.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,49.0,0.0,47.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,22.0,38.0,20.0,10.0,5.0,1.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0
go,misto,86.0,pública,adaptado,não,41.0,1.0,34.0,0.0,26.0,37.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,45.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,21.0,13.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
go,misto,74.0,pública,concebido,sim,25.0,0.0,65.0,3.0,38.0,19.0,36.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,37.0,53.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,15.0,13.0,17.0,23.0,22.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
go,masculino,102.0,pública,adaptado,não,25.0,3.0,93.0,11.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,masculino,28.0,pública,concebido,não,18.0,2.0,24.0,3.0,8.0,7.0,27.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,27.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,7.0,9.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
go,misto,38.0,pública,adaptado,não,6.0,1.0,29.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
go,masculino,135.0,pública,concebido,sim,247.0,0.0,3.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,45.0,45.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,108.0,pública,adaptado,sim,173.0,8.0,85.0,0.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go,misto,144.0,pública,concebido,sim,1.0,18.0,118.0,12.0,21.0,24.0,60.0,0.0,0.0,6.0,4.0,20.0,0.0,0.0,46.0,28.0,9.0,0.0,0.0,1.0,19.0,8.0,2.0,0.0,0.0,1.0,4.0,29.0,39.0,27.0,6.0,0.0,0.0,4.0,8.0,9.0,8.0,1.0,0.0,0.0
go,misto,53.0,pública,concebido,não,27.0,1.0,25.0,1.0,23.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,17.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
